X,orig_gene,proc_gene
1078,arap3,arap3
1079,arcn1a,arcn1a
1080,arcn1b,arcn1b
1081,areg,areg
1082,AREL1,AREL1
1083,arf1,arf1
1084,arf2a,arf2a
1085,arf2b,arf2b
1086,arf3a,arf3a
1087,arf3b,arf3b
1088,arf4a,arf4a
1089,arf4b,arf4b
1090,arf5,arf5
1092,arf6a,arf6a
1093,arf6b,arf6b
1094,arfgap1,arfgap1
1095,arfgap2,arfgap2
1096,arfgap3,arfgap3
1097,arfgef2,arfgef2
1098,arfgef3,arfgef3
1099,arfip1,arfip1
1100,arfip2a,arfip2a
1101,arfip2b,arfip2b
1102,arfrp1,arfrp1
1103,arg1,arg1
1104,arg2,arg2
1105,arglu1a,arglu1a
1106,arglu1b,arglu1b
1107,arhgap1,arhgap1
1108,arhgap11a,arhgap11a
1109,arhgap12a,arhgap12a
1110,arhgap12b,arhgap12b
1111,arhgap15,arhgap15
1112,arhgap17a,arhgap17a
1113,arhgap17b,arhgap17b
1114,arhgap18,arhgap18
1115,arhgap19,arhgap19
1116,arhgap20,arhgap20
1117,arhgap20b,arhgap20b
1118,arhgap21a,arhgap21a
1119,arhgap21b,arhgap21b
1120,arhgap22,arhgap22
1122,arhgap23a,arhgap23a
1123,arhgap23b,arhgap23b
1124,arhgap24,arhgap24
1125,arhgap25,arhgap25
1126,arhgap27,arhgap27
1127,arhgap28,arhgap28
1128,arhgap29a,arhgap29a
1129,arhgap29b,arhgap29b
1130,arhgap31,arhgap31
1131,arhgap32a,arhgap32a
1132,arhgap32b,arhgap32b
1133,arhgap33,arhgap33
1134,arhgap35a,arhgap35a
1135,arhgap35b,arhgap35b
1136,arhgap36,arhgap36
1137,arhgap39,arhgap39
1138,arhgap42a,arhgap42a
1139,arhgap42b,arhgap42b
1140,arhgap44,arhgap44
1141,arhgap4a,arhgap4a
1142,arhgap4b,arhgap4b
1143,arhgap5,arhgap5
1144,ARHGAP6,ARHGAP6
1145,arhgdia,arhgdia
1146,arhgdig,arhgdig
1147,arhgef10,arhgef10
1148,arhgef10lb,arhgef10lb
1149,arhgef11,arhgef11
1150,arhgef12a,arhgef12a
1151,arhgef12b,arhgef12b
1152,arhgef15,arhgef15
1153,arhgef16,arhgef16
1154,ARHGEF17,ARHGEF17
1155,arhgef18a,arhgef18a
1156,arhgef18b,arhgef18b
1157,arhgef19,arhgef19
1158,arhgef1a,arhgef1a
1159,arhgef1b,arhgef1b
1160,arhgef2,arhgef2
1161,arhgef25b,arhgef25b
1162,arhgef28,arhgef28
1163,arhgef3,arhgef3
1164,arhgef33,arhgef33
1165,arhgef37,arhgef37
1166,arhgef38,arhgef38
1167,arhgef39,arhgef39
1168,arhgef3l,arhgef3l
1169,arhgef4,arhgef4
1170,arhgef40,arhgef40
1171,arhgef5,arhgef5
1172,arhgef6,arhgef6
1173,arhgef7a,arhgef7a
1174,arhgef7b,arhgef7b
1175,arhgef9a,arhgef9a
1176,arhgef9b,arhgef9b
1177,arid1aa,arid1aa
1178,arid1ab,arid1ab
1179,arid1b,arid1b
1180,arid2,arid2
1181,arid3a,arid3a
1182,arid3b,arid3b
1183,arid3c,arid3c
1184,arid4a,arid4a
1185,arid5a,arid5a
1186,arid5b,arid5b
1187,arid6,arid6
1188,arih1,arih1
1189,arih1l,arih1l
1190,arih2,arih2
1191,arl1,arl1
1192,arl11,arl11
1193,arl13a,arl13a
1194,arl13b,arl13b
1195,arl14,arl14
1196,arl14ep,arl14ep
1197,arl15a,arl15a
1198,arl15b,arl15b
1199,arl16,arl16
1200,arl2,arl2
1201,arl2bp,arl2bp
1202,arl3,arl3
1203,arl3l1,arl3l1
1204,arl3l2,arl3l2
1205,arl4aa,arl4aa
1206,arl4ab,arl4ab
1207,arl4ca,arl4ca
1208,arl4cb,arl4cb
1209,arl4d,arl4d
1210,arl5a,arl5a
1211,arl5c,arl5c
1212,arl6,arl6
1213,arl6ip1,arl6ip1
1214,arl6ip4,arl6ip4
1215,arl6ip5a,arl6ip5a
1216,arl6ip5b,arl6ip5b
1217,arl6ip6,arl6ip6
1218,arl8,arl8
1219,arl8a,arl8a
1220,arl8ba,arl8ba
1221,arl8bb,arl8bb
1222,arl9,arl9
1223,armc1,armc1
1224,armc10,armc10
1225,armc1l,armc1l
1226,armc2,armc2
1227,armc3,armc3
1228,armc4,armc4
1229,armc5,armc5
1230,ARMC6,ARMC6
1231,armc7,armc7
1232,armc8,armc8
1233,armc9,armc9
1234,armh1,armh1
1235,armh3,armh3
1236,armt1,armt1
1237,arnt,arnt
1238,arnt2,arnt2
1239,arntl1a,arntl1a
1240,arntl1b,arntl1b
1241,arntl2,arntl2
1242,arpc1a,arpc1a
1243,arpc1b,arpc1b
1244,arpc2,arpc2
1245,arpc3,arpc3
1246,arpc4,arpc4
1247,arpc4l,arpc4l
1248,arpc5a,arpc5a
1249,arpc5b,arpc5b
1250,arpc5la,arpc5la
1251,arpc5lb,arpc5lb
1252,arpin,arpin
1253,arpp19a,arpp19a
1254,arpp19b,arpp19b
1255,arpp21,arpp21
1256,arr3a,arr3a
1257,arr3b,arr3b
1258,arrb1,arrb1
1259,arrb2a,arrb2a
1260,arrb2b,arrb2b
1261,arrdc1a,arrdc1a
1262,arrdc1b,arrdc1b
1263,arrdc2,arrdc2
1264,arrdc3a,arrdc3a
1265,arrdc3b,arrdc3b
1266,arsa,arsa
1267,ARSB,ARSB
1268,arsg,arsg
1269,arsh,arsh
1270,arsia,arsia
1271,arsib,arsib
1272,arsj,arsj
1273,arsk,arsk
1274,art4,art4
1275,artnb,artnb
1276,arv1,arv1
1277,arvcfa,arvcfa
1278,arvcfb,arvcfb
1279,arxa,arxa
1280,arxb,arxb
1281,as3mt,as3mt
1282,asah1a,asah1a
1283,asah1b,asah1b
1284,asah2,asah2
1285,asap1a,asap1a
1286,asap1b,asap1b
1287,asap2a,asap2a
1288,asap2b,asap2b
1289,asap3,asap3
1290,asb1,asb1
1291,asb11,asb11
1292,asb12a,asb12a
1293,asb12b,asb12b
1294,asb13a.1,asb13a.1
1295,asb13a.2,asb13a.2
1296,asb13b,asb13b
1297,asb14a,asb14a
1298,asb14b,asb14b
1299,asb15a,asb15a
1300,asb16,asb16
1301,asb18,asb18
1302,asb2a.1,asb2a.1
1303,asb2b,asb2b
1304,asb3,asb3
1305,asb4,asb4
1306,asb5a,asb5a
1307,asb5b,asb5b
1308,asb6,asb6
1309,asb7,asb7
1310,asb8,asb8
1311,ascc1,ascc1
1312,ascc2,ascc2
1313,ascc3,ascc3
1314,ascl1a,ascl1a
1315,ascl1b,ascl1b
1316,asf1ba,asf1ba
1317,asf1bb,asf1bb
1318,ash1l,ash1l
1319,ash2l,ash2l
1320,asic1a,asic1a
1321,asic1c,asic1c
1322,asic2,asic2
1323,asic4a,asic4a
1324,asic4b,asic4b
1325,asip1,asip1
1326,asip2b,asip2b
1327,asl,asl
1328,asmt,asmt
1329,asmt2,asmt2
1330,asmtl,asmtl
1331,asna1,asna1
1332,asns,asns
1333,asnsd1,asnsd1
1334,aspa,aspa
1335,aspdh,aspdh
1336,aspg,aspg
1337,asph,asph
1338,asphd1,asphd1
1339,asphd2,asphd2
1340,aspm,aspm
1341,aspn,aspn
1342,aspscr1,aspscr1
1343,asrgl1,asrgl1
1344,ASS1,ASS1
1345,ASTE1,ASTE1
1346,aste1a,aste1a
1347,astn1,astn1
1348,asxl1,asxl1
1349,asxl2,asxl2
1350,asz1,asz1
1351,atad1a,atad1a
1352,atad1b,atad1b
1353,atad2,atad2
1354,atad2b,atad2b
1355,atad3,atad3
1356,atad5a,atad5a
1357,atad5b,atad5b
1358,atcaya,atcaya
1359,atcayb,atcayb
1360,ATE1,ATE1
1361,atf1,atf1
1362,atf2,atf2
1363,atf3,atf3
1364,atf4a,atf4a
1365,atf4b,atf4b
1366,atf5a,atf5a
1367,atf5b,atf5b
1368,atf6,atf6
1369,atf6b,atf6b
1370,atf7a,atf7a
1371,atf7b,atf7b
1372,atf7ip,atf7ip
1373,atf7ip2,atf7ip2
1374,atg10,atg10
1375,atg101,atg101
1376,atg12,atg12
1377,atg13,atg13
1378,ATG14,ATG14
1379,atg16l1,atg16l1
1380,atg16l2,atg16l2
1381,atg2b,atg2b
1382,atg3,atg3
1383,atg4a,atg4a
1384,atg4b,atg4b
1385,atg4c,atg4c
1386,atg4da,atg4da
1387,atg4db,atg4db
1388,atg5,atg5
1389,atg7,atg7
1390,atg9a,atg9a
1391,atg9b,atg9b
1392,atic,atic
1393,atl1,atl1
1394,atl2,atl2
1395,atl3,atl3
1396,atm,atm
1397,atmin,atmin
1398,atn1,atn1
1399,atoh1a,atoh1a
1400,atoh1b,atoh1b
1401,atoh1c,atoh1c
1402,atoh7,atoh7
1403,atoh8,atoh8
1404,atox1,atox1
1405,atp10a,atp10a
1406,atp10b,atp10b
1407,atp10d,atp10d
1408,atp11a,atp11a
1409,ATP11B,ATP11B
1410,atp11c,atp11c
1411,atp13a1,atp13a1
1412,atp13a2,atp13a2
1413,atp13a3,atp13a3
1414,atp1a1a.1,atp1a1a.1
1415,atp1a1a.2,atp1a1a.2
1416,atp1a1a.3,atp1a1a.3
1417,atp1a1a.4,atp1a1a.4
1418,atp1a1a.5,atp1a1a.5
1419,atp1a1b,atp1a1b
1420,atp1a2a,atp1a2a
1421,atp1a3a,atp1a3a
1422,atp1a3b,atp1a3b
1423,atp1b1a,atp1b1a
1424,atp1b1b,atp1b1b
1425,atp1b2a,atp1b2a
1426,atp1b2b,atp1b2b
1427,atp1b3a,atp1b3a
1428,atp1b3b,atp1b3b
1429,atp1b4,atp1b4
1430,atp23,atp23
1431,atp2a1l,atp2a1l
1432,atp2a2a,atp2a2a
1433,atp2a2b,atp2a2b
1434,atp2a3,atp2a3
1435,atp2b1a,atp2b1a
1436,atp2b1b,atp2b1b
1437,atp2b2,atp2b2
1438,atp2b3a,atp2b3a
1439,atp2b3b,atp2b3b
1440,atp2c1,atp2c1
1441,atp5f1b,atp5f1b
1442,atp5f1c,atp5f1c
1443,atp5f1d,atp5f1d
1444,atp5f1e,atp5f1e
1445,atp5fa1,atp5fa1
1446,atp5if1a,atp5if1a
1447,atp5if1b,atp5if1b
1448,atp5l,atp5l
1449,atp5mc1,atp5mc1
1450,atp5mc3a,atp5mc3a
1451,atp5mc3b,atp5mc3b
1452,atp5md,atp5md
1453,atp5mea,atp5mea
1454,atp5meb,atp5meb
1455,atp5mf,atp5mf
1456,atp5pb,atp5pb
1457,atp5pd,atp5pd
1458,atp5pf,atp5pf
1459,atp5po,atp5po
1460,atp6ap1a,atp6ap1a
1461,atp6ap1b,atp6ap1b
1462,atp6ap1la,atp6ap1la
1463,atp6ap1lb,atp6ap1lb
1464,atp6ap2,atp6ap2
1465,atp6v0a1a,atp6v0a1a
1466,atp6v0a1b,atp6v0a1b
1467,atp6v0a2a,atp6v0a2a
1468,atp6v0a2b,atp6v0a2b
1469,atp6v0b,atp6v0b
1470,atp6v0ca,atp6v0ca
1471,atp6v0cb,atp6v0cb
1472,atp6v0d1,atp6v0d1
1473,atp6v1aa,atp6v1aa
1474,atp6v1ab,atp6v1ab
1475,atp6v1b2,atp6v1b2
1476,atp6v1ba,atp6v1ba
1477,atp6v1c1a,atp6v1c1a
1478,atp6v1c1b,atp6v1c1b
1479,atp6v1c2,atp6v1c2
1480,atp6v1d,atp6v1d
1481,atp6v1e1a,atp6v1e1a
1482,atp6v1e1b,atp6v1e1b
1483,atp6v1g1,atp6v1g1
1484,atp6v1h,atp6v1h
1485,atp7a,atp7a
1486,atp7b,atp7b
1487,atp8a1,atp8a1
1488,atp8a2,atp8a2
1489,atp8b1,atp8b1
1490,atp8b3,atp8b3
1491,atp8b4,atp8b4
1492,atp8b5a,atp8b5a
1493,ATP9A,ATP9A
1494,atp9b,atp9b
1495,atpaf1,atpaf1
1496,atpaf2,atpaf2
1497,atpv0e2,atpv0e2
1498,atraid,atraid
1499,atrip,atrip
1500,atrn,atrn
1501,atrnl1a,atrnl1a
1502,atrnl1b,atrnl1b
1503,atrx,atrx
1504,atrxl,atrxl
1505,atxn10,atxn10
1506,atxn1a,atxn1a
1507,atxn1b,atxn1b
1508,atxn1l,atxn1l
1509,atxn2,atxn2
1510,atxn2l,atxn2l
1511,atxn3,atxn3
1512,atxn7,atxn7
1513,atxn7l1,atxn7l1
1514,atxn7l2a,atxn7l2a
1515,atxn7l2b,atxn7l2b
1516,atxn7l3,atxn7l3
1517,auh,auh
1518,aup1,aup1
1519,aurka,aurka
1520,aurkaip1,aurkaip1
1521,aurkb,aurkb
1522,auts2a,auts2a
1523,auts2b,auts2b
1524,avd,avd
1525,aven,aven
1526,avil,avil
1527,avl9,avl9
1528,avpr1ab,avpr1ab
1529,avpr2aa,avpr2aa
1530,avpr2ab,avpr2ab
1531,avpr2l,avpr2l
1532,axdnd1,axdnd1
1533,axin1,axin1
1534,axin2,axin2
1535,AXL,AXL
1536,azi2,azi2
1537,azin1a,azin1a
1538,azin1b,azin1b
1539,b2m,b2m
1540,b3galnt2,b3galnt2
1541,b3galt1a,b3galt1a
1542,b3galt1b,b3galt1b
1543,b3galt2,b3galt2
1544,b3galt4,b3galt4
1545,b3galt6,b3galt6
1546,B3GAT1,B3GAT1
1547,b3gat1a,b3gat1a
1548,b3gat2,b3gat2
1549,b3gat3,b3gat3
1550,b3glcta,b3glcta
1551,b3glctb,b3glctb
1552,b3gnt2a,b3gnt2a
1553,b3gnt2b,b3gnt2b
1554,b3gnt2l,b3gnt2l
1555,b3gnt3.1,b3gnt3.1
1556,b3gnt3.2,b3gnt3.2
1557,b3gnt3.3,b3gnt3.3
1558,b3gnt3.4,b3gnt3.4
1559,b3gnt5a,b3gnt5a
1560,b3gnt5b,b3gnt5b
1561,b3gnt7,b3gnt7
1562,b3gnt7l,b3gnt7l
1563,b3gnt9,b3gnt9
1564,b3gntl1,b3gntl1
1565,b4galnt1a,b4galnt1a
1566,b4galnt1b,b4galnt1b
1567,b4galnt2.1,b4galnt2.1
1568,b4galnt2.2,b4galnt2.2
1569,b4galnt3a,b4galnt3a
1570,b4galnt3b,b4galnt3b
1571,b4galnt4a,b4galnt4a
1572,b4galnt4b,b4galnt4b
1573,b4galt1,b4galt1
1574,b4galt1l,b4galt1l
1575,b4galt2,b4galt2
1576,b4galt3,b4galt3
1577,b4galt4,b4galt4
1578,b4galt5,b4galt5
1579,b4galt6,b4galt6
1580,b4galt7,b4galt7
1581,b4gat1,b4gat1
1582,b9d1,b9d1
1583,b9d2,b9d2
1584,baalc,baalc
1585,baalca,baalca
1586,babam1,babam1
1587,babam2,babam2
1588,bace1,bace1
1589,bace2,bace2
1590,bach1a,bach1a
1591,bach1b,bach1b
1592,bach2a,bach2a
1593,bach2b,bach2b
1594,bada,bada
1595,badb,badb
1596,bag1,bag1
1597,bag2,bag2
1598,bag3,bag3
1599,bag4,bag4
1600,bag5,bag5
1601,bag6,bag6
1602,bag6l,bag6l
1603,bahcc1a,bahcc1a
1604,bahcc1b,bahcc1b
1605,bahd1,bahd1
1606,baiap2a,baiap2a
1607,baiap2b,baiap2b
1608,baiap2l1a,baiap2l1a
1609,baiap2l1b,baiap2l1b
1610,baiap2l2a,baiap2l2a
1611,baiap2l2b,baiap2l2b
1612,baiap3,baiap3
1613,bambia,bambia
1614,bambib,bambib
1615,banf1,banf1
1616,banp,banp
1617,bap1,bap1
1618,bard1,bard1
1619,barhl1a,barhl1a
1620,barhl1b,barhl1b
1621,barhl2,barhl2
1622,barx1,barx1
1623,barx2,barx2
1624,basp1,basp1
1625,batf,batf
1626,batf3,batf3
1627,baxa,baxa
1628,baxb,baxb
1629,baz1a,baz1a
1630,baz1b,baz1b
1631,baz2a,baz2a
1632,baz2ba,baz2ba
1633,bbc3,bbc3
1634,bbip1,bbip1
1635,bbox1,bbox1
1636,bbs1,bbs1
1637,bbs10,bbs10
1638,bbs12,bbs12
1639,bbs2,bbs2
1640,bbs4,bbs4
1641,bbs5,bbs5
1642,bbs7,bbs7
1643,bbs9,bbs9
1644,bbx,bbx
1645,bcam,bcam
1646,bcan,bcan
1647,bcap29,bcap29
1648,bcap31,bcap31
1649,bcar1,bcar1
1650,bcar3,bcar3
1651,bcas2,bcas2
1652,bcas3,bcas3
1653,bcat1,bcat1
1654,bcat2,bcat2
1655,bccip,bccip
1656,bcdin3d,bcdin3d
1657,bckdha,bckdha
1658,bckdhb,bckdhb
1659,bckdhbl,bckdhbl
1660,bckdk,bckdk
1661,bcl10,bcl10
1662,bcl11ab,bcl11ab
1663,bcl11ba,bcl11ba
1664,bcl2a,bcl2a
1665,bcl2b,bcl2b
1666,bcl2l1,bcl2l1
1667,bcl2l10,bcl2l10
1668,bcl2l11,bcl2l11
1669,bcl2l13,bcl2l13
1670,bcl2l16,bcl2l16
1671,bcl3,bcl3
1672,bcl6aa,bcl6aa
1673,bcl6ab,bcl6ab
1674,bcl6b,bcl6b
1675,bcl7a,bcl7a
1676,bcl7ba,bcl7ba
1677,bcl7bb,bcl7bb
1678,bcl9,bcl9
1679,bcl9l,bcl9l
1680,bco1,bco1
1681,bco1l,bco1l
1682,bco2a,bco2a
1683,bco2b,bco2b
1684,bco2l,bco2l
1685,bcor,bcor
1686,bcr,bcr
1687,bcs1l,bcs1l
1688,bdh1,bdh1
1689,bdh2,bdh2
1690,bdkrb2,bdkrb2
1691,bean1,bean1
1692,becn1,becn1
1693,bend3,bend3
1694,BEND4,BEND4
1695,bend5,bend5
1696,best2,best2
1697,best4,best4
1698,bet1,bet1
1699,bet1l,bet1l
1700,bfb,bfb
1701,BFSP1,BFSP1
1702,bfsp2,bfsp2
1703,bglap,bglap
1704,bglapl,bglapl
1705,bgna,bgna
1706,bgnb,bgnb
1707,bhlha15,bhlha15
1708,bhlha9,bhlha9
1709,bhlhe22,bhlhe22
1710,bhlhe23,bhlhe23
1711,bhlhe40,bhlhe40
1712,bhlhe41,bhlhe41
1713,bicc1a,bicc1a
1714,bicc2,bicc2
1715,bicd1a,bicd1a
1716,bicdl1,bicdl1
1717,bicdl2,bicdl2
1718,bicdl2l,bicdl2l
1719,bicra,bicra
1720,bicral,bicral
1721,bida,bida
1722,bik,bik
1723,bin1a,bin1a
1724,bin1b,bin1b
1725,bin2a,bin2a
1726,bin2b,bin2b
1727,bin3,bin3
1728,birc2,birc2
1729,birc5a,birc5a
1730,birc5b,birc5b
1731,birc6,birc6
1732,birc6-as2,birc6-as2
1733,birc7,birc7
1734,bivm,bivm
1735,blcap,blcap
1736,blf,blf
1737,blk,blk
1738,blm,blm
1739,blmh,blmh
1740,blnk,blnk
1741,bloc1s1,bloc1s1
1742,bloc1s2,bloc1s2
1743,bloc1s3,bloc1s3
1744,bloc1s4,bloc1s4
1745,bloc1s5,bloc1s5
1746,bloc1s6,bloc1s6
1747,blvra,blvra
1748,blvrb,blvrb
1749,blzf1,blzf1
1750,bmb,bmb
1751,bmf1,bmf1
1752,bmf2,bmf2
1753,bmi1a,bmi1a
1754,bmi1b,bmi1b
1755,bmp15,bmp15
1756,bmp16,bmp16
1757,bmp1a,bmp1a
1758,bmp1b,bmp1b
1759,bmp2b,bmp2b
1760,bmp2k,bmp2k
1761,bmp3,bmp3
1762,bmp4,bmp4
1763,bmp5,bmp5
1764,bmp6,bmp6
1765,bmp7a,bmp7a
1766,bmp7b,bmp7b
1767,bmper,bmper
1768,bmpr1aa,bmpr1aa
1769,bmpr1ab,bmpr1ab
1770,bmpr1ba,bmpr1ba
1771,bmpr2a,bmpr2a
1772,bms1,bms1
1773,bmt2,bmt2
1774,BNC1,BNC1
1775,bnc2,bnc2
1776,bnip1a,bnip1a
1777,bnip1b,bnip1b
1778,bnip2,bnip2
1779,bnip3,bnip3
1780,bnip3la,bnip3la
1781,bnip3lb,bnip3lb
1782,bnip4,bnip4
1783,bnipl,bnipl
1784,boc,boc
1785,bod1,bod1
1786,bod1l1,bod1l1
1787,boka,boka
1788,bokb,bokb
1789,bola1,bola1
1790,BOLA2,BOLA2
1791,bola3,bola3
1792,bop1,bop1
1793,bora,bora
1794,borcs5,borcs5
1795,borcs7,borcs7
1796,borcs8,borcs8
1797,bpgm,bpgm
1798,bphl,bphl
1799,bpifcl,bpifcl
1800,bpnt1,bpnt1
1801,bptf,bptf
1802,brap,brap
1803,brat1,brat1
1804,brca2,brca2
1805,brcc3,brcc3
1806,brd1a,brd1a
1807,brd1b,brd1b
1808,brd2a,brd2a
1809,brd2b,brd2b
1810,brd3a,brd3a
1811,brd3b,brd3b
1812,brd4,brd4
1813,brd7,brd7
1814,brd8,brd8
1815,brd9,brd9
1816,brdt,brdt
1817,brf1a,brf1a
1818,brf1b,brf1b
1819,brf2,brf2
1820,bri3,bri3
1821,bri3bp,bri3bp
1822,bricd5,bricd5
1823,brinp1,brinp1
1824,brinp2,brinp2
1825,brinp3a.1,brinp3a.1
1826,brinp3a.2,brinp3a.2
1827,brinp3b,brinp3b
1828,brip1,brip1
1829,brk1,brk1
1830,brms1,brms1
1831,brms1la,brms1la
1832,brms1lb,brms1lb
1833,brox,brox
1834,brpf1,brpf1
1835,brpf3a,brpf3a
1836,brpf3b,brpf3b
1837,brsk2b,brsk2b
1838,brwd1,brwd1
1839,brwd3,brwd3
1840,bscl2,bscl2
1841,bscl2l,bscl2l
1842,bsdc1,bsdc1
1843,bsg,bsg
1844,bsk146,bsk146
1845,bsna,bsna
1846,bsnb,bsnb
1847,bsnd,bsnd
1848,bspry,bspry
1849,bsx,bsx
1850,btaf1,btaf1
1851,btbd10a,btbd10a
1852,btbd10b,btbd10b
1853,btbd11a,btbd11a
1854,btbd11b,btbd11b
1855,btbd16,btbd16
1856,btbd17a,btbd17a
1857,btbd17b,btbd17b
1858,btbd18,btbd18
1859,btbd2a,btbd2a
1860,btbd2b,btbd2b
1861,btbd3a,btbd3a
1862,btbd3b,btbd3b
1863,btbd6a,btbd6a
1864,btbd6b,btbd6b
1865,btbd7,btbd7
1866,btbd9,btbd9
1867,btc,btc
1868,btd,btd
1869,btf3,btf3
1870,btf3l4,btf3l4
1871,btg1,btg1
1872,btg2,btg2
1873,btg3,btg3
1874,btg4,btg4
1875,btk,btk
1876,btr01,btr01
1877,btr02,btr02
1878,btr05,btr05
1879,btr06,btr06
1880,btr07,btr07
1881,btr09,btr09
1882,btr12,btr12
1883,btr20,btr20
1884,btr22,btr22
1885,btr23,btr23
1886,btr25,btr25
1887,btr26,btr26
1888,btr29,btr29
1889,btr30,btr30
1890,btr33,btr33
1891,bub1,bub1
1892,bub1ba,bub1ba
1893,bub1bb,bub1bb
1894,bub3,bub3
1895,buc,buc
1896,buc2l,buc2l
1897,bud23,bud23
1898,bud31,bud31
1899,bves,bves
1900,BX000364.1,BX000364.1
1901,BX000364.3,BX000364.3
1902,BX000434.1,BX000434.1
1903,BX000438.1,BX000438.1
1904,BX000438.2,BX000438.2
1905,BX000447.1,BX000447.1
1906,BX000451.1,BX000451.1
1907,BX000460.1,BX000460.1
1908,BX000463.2,BX000463.2
1909,BX000522.1,BX000522.1
1911,BX000534.2,BX000534.2
1912,BX000696.1,BX000696.1
1913,BX000696.2,BX000696.2
1914,BX000701.1,BX000701.1
1915,BX000701.2,BX000701.2
1916,BX000991.1,BX000991.1
1917,BX001014.1,BX001014.1
1918,BX001014.2,BX001014.2
1919,BX001026.1,BX001026.1
1920,BX001030.1,BX001030.1
1921,BX001030.2,BX001030.2
1922,BX004768.1,BX004768.1
1923,BX004769.1,BX004769.1
1924,BX004771.1,BX004771.1
1925,BX004774.2,BX004774.2
1926,BX004779.1,BX004779.1
1927,BX004780.1,BX004780.1
1928,BX004785.2,BX004785.2
1929,BX004785.3,BX004785.3
1930,BX004803.1,BX004803.1
1931,BX004816.1,BX004816.1
1932,BX004840.1,BX004840.1
1933,BX004840.2,BX004840.2
1934,BX004857.1,BX004857.1
1935,BX004970.1,BX004970.1
1936,BX004972.1,BX004972.1
1937,BX004976.1,BX004976.1
1938,BX004980.1,BX004980.1
1939,BX004981.1,BX004981.1
1940,BX004981.2,BX004981.2
1941,BX004991.1,BX004991.1
1942,BX004999.1,BX004999.1
1943,BX005003.1,BX005003.1
1944,BX005005.1,BX005005.1
1945,BX005005.2,BX005005.2
1946,BX005011.1,BX005011.1
1947,BX005012.1,BX005012.1
1948,BX005012.3,BX005012.3
1949,BX005012.4,BX005012.4
1950,BX005022.1,BX005022.1
1952,BX005027.2,BX005027.2
1953,BX005032.1,BX005032.1
1954,BX005043.1,BX005043.1
1955,BX005048.1,BX005048.1
1956,BX005056.1,BX005056.1
1957,BX005058.1,BX005058.1
1958,BX005060.1,BX005060.1
1959,BX005064.1,BX005064.1
1960,BX005065.1,BX005065.1
1961,BX005068.1,BX005068.1
1962,BX005073.1,BX005073.1
1963,BX005073.2,BX005073.2
1964,BX005073.3,BX005073.3
1965,BX005082.1,BX005082.1
1966,BX005083.1,BX005083.1
1967,BX005085.1,BX005085.1
1968,BX005085.2,BX005085.2
1969,BX005085.4,BX005085.4
1970,BX005085.6,BX005085.6
1971,BX005085.7,BX005085.7
1972,BX005105.1,BX005105.1
1973,BX005108.2,BX005108.2
1974,BX005108.3,BX005108.3
1975,BX005124.1,BX005124.1
1976,BX005128.1,BX005128.1
1977,BX005129.1,BX005129.1
1978,BX005129.5,BX005129.5
1979,BX005156.1,BX005156.1
1980,BX005156.2,BX005156.2
1981,BX005174.1,BX005174.1
1982,BX005228.1,BX005228.1
1983,BX005229.1,BX005229.1
1984,BX005242.1,BX005242.1
1985,BX005245.1,BX005245.1
1986,BX005254.1,BX005254.1
1987,BX005254.2,BX005254.2
1988,BX005254.3,BX005254.3
1989,BX005275.2,BX005275.2
1990,BX005286.1,BX005286.1
1992,BX005305.1,BX005305.1
1993,BX005308.1,BX005308.1
1994,BX005309.1,BX005309.1
1995,BX005313.1,BX005313.1
1996,BX005319.1,BX005319.1
1997,BX005321.1,BX005321.1
1998,BX005328.1,BX005328.1
1999,BX005329.1,BX005329.1
2000,BX005329.2,BX005329.2
2001,BX005332.1,BX005332.1
2002,BX005336.1,BX005336.1
2003,BX005340.1,BX005340.1
2004,BX005351.1,BX005351.1
2005,BX005355.1,BX005355.1
2006,BX005361.1,BX005361.1
2007,BX005367.1,BX005367.1
2008,BX005367.2,BX005367.2
2009,BX005368.1,BX005368.1
2010,BX005375.1,BX005375.1
2011,BX005376.1,BX005376.1
2012,BX005380.2,BX005380.2
2013,BX005389.4,BX005389.4
2014,BX005392.1,BX005392.1
2015,BX005392.2,BX005392.2
2016,BX005392.3,BX005392.3
2017,BX005396.1,BX005396.1
2018,BX005396.2,BX005396.2
2019,BX005396.3,BX005396.3
2020,BX005396.4,BX005396.4
2021,BX005397.1,BX005397.1
2022,BX005398.1,BX005398.1
2023,BX005402.1,BX005402.1
2024,BX005407.1,BX005407.1
2025,BX005414.1,BX005414.1
2026,BX005417.2,BX005417.2
2028,BX005419.1,BX005419.1
2029,BX005421.1,BX005421.1
2030,BX005421.3,BX005421.3
2031,BX005438.1,BX005438.1
2032,BX005442.1,BX005442.1
2033,BX005442.2,BX005442.2
2034,BX005442.3,BX005442.3
2035,BX005443.1,BX005443.1
2036,BX005448.1,BX005448.1
2037,BX005450.1,BX005450.1
2038,BX005456.1,BX005456.1
2039,BX005461.1,BX005461.1
2040,BX005461.2,BX005461.2
2041,BX005461.3,BX005461.3
2042,BX005462.2,BX005462.2
2043,BX005484.1,BX005484.1
2044,BX072554.2,BX072554.2
2045,BX072559.1,BX072559.1
2046,BX072561.1,BX072561.1
2047,BX072570.1,BX072570.1
2048,BX072576.1,BX072576.1
2049,BX072576.2,BX072576.2
2050,BX072576.3,BX072576.3
2051,BX085193.1,BX085193.1
2052,BX085193.2,BX085193.2
2053,BX088524.2,BX088524.2
