gene	21Day	22Month	24hpf	3Month	72hpf
BX927253.3	0	0	0	0	3
CABZ01080434.1	3	0	0	0	0
CR383672.1	8	86	4	240	4
CR936300.2	2	8	1	3	6
CU179758.1	31	30	0	136	1
CU657980.1	17	2904	0	1276	6
CU929237.1	12	0	3	0	6
cnnm4a	7	8	3	14	3
dre-mir-135c-1	0	0	0	0	0
kcnj1a.6	8	1	0	10	3
kcnk1a	17	165	13	476	19
mhc1uba	220	113440	0	30339	4
neto2b	7	121	0	145	5
p2rx7	8	16	2	79	10
pimr52	0	0	0	0	0
si:ch1073-181h11.4	0	122	0	413	0
si:ch211-191j22.8	6	3	0	0	6
si:ch211-261n11.8	9	8	1	37	5
si:ch73-70k4.1	12	0	10	3	11
si:dkey-71b5.3	10	99	6	0	16
slc22a5	3	18	0	3	1
thbd	12	14	1	15	3
tmem119a	21	7	2	102	9
tmod1	21	3	4	4	18
trim35-30	3	12	0	19	3
trpc2a	0	14	0	14	0
txk	55	62	0	1011	7
uts2a	21	6	0	2	27
vopp1	13	9	1	0	20
vtg7	2	4281901	0	37	0
wdr20a	11	74	4	72	11
wnt7ab	4	9	4	9	3
wu:fd46c06	8	26399	0	6324	6
ypel2b	3	3	0	0	2
zgc:113293	5	73	1	192	3
zgc:162592	3	78	0	60	2
zgc:171470	97	94	1	445	6
zgc:171711	50	1174	2	3969	12
zgc:174222	15	0	3	8	13
zgc:174355	0	0	0	0	0
zgc:195050	24	231	2	566	17
znf1000	0	0	3	0	3
znf1122	20	0	5	0	29
znf1125	0	6	2	0	0
znf1159	4	0	1	3	8
znf970	16	0	6	3	15
zpld1b	3	6	0	0	6
BX664742.2	2	8	0	3	0
BX842692.1	1	0	0	0	2
BX890562.1	8	0	0	0	8
BX890572.1	1	0	0	0	1
BX901942.1	3	10	4	0	4
BX908796.7	0	0	3	0	1
BX927078.1	0	0	0	0	0
BX927243.1	0	14	0	7	0
BX927365.1	0	0	0	6	0
BX936393.1	0	48	0	112	0
BX950188.2	4	0	0	0	9
BX950217.1	6	0	0	2	12
BX957326.1	10	0	4	8	2
BX957336.1	0	0	0	0	0
CABZ01002188.1	4	0	15	0	4
CABZ01002349.1	7	3	2	27	4
CABZ01003056.1	6	10	0	25	4
CABZ01005857.1	0	0	0	0	0
CABZ01013771.1	462	419	1	1019	12
CABZ01042675.1	0	0	0	0	8
CABZ01046427.2	73	193	0	0	7
CABZ01065328.1	5	4	0	2	0
CABZ01068248.1	14	0	1	2	5
CABZ01069184.1	1	14	0	3	0
CABZ01071972.1	1	0	1	0	2
CABZ01073795.1	252	9873	0	7694	1
CABZ01079005.1	0	0	1	0	4
CABZ01079262.1	6	0	1	0	5
CABZ01087502.1	1	0	0	0	0
CABZ01088036.1	13	7	5	4	10
CABZ01102147.1	8	18	0	3	17
CABZ01103860.1	9	1	0	0	7
CR293502.1	3	0	0	4	0
CR352243.1	0	0	1	0	0
CR352253.1	7	16	0	61	2
CR352265.1	1	9	2	8	8
CR352292.1	1	27	1	54	6
CR354430.2	7	5	0	2	2
CR354537.1	0	8	2	2	0
CR354547.3	2	0	3	3	2
CR382337.2	12	434	2	750	4
CR382385.1	1	0	0	0	1
CR383662.4	6	8	3	27	4
CR388184.2	3	0	0	0	6
CR391925.1	10	3	0	0	4
CR391937.1	0	0	0	0	0
CR392003.1	0	0	2	0	4
CR392363.1	1	0	2	3	5
CR407590.2	754	128	2	1005	6
CR450748.1	1	0	1	3	1
CR450785.1	1	0	5	0	4
CR513782.1	13	49	6	41	10
CR555293.1	3	1	1	6	3
CR626866.1	2	39	1	14	4
CR626884.1	2	3	0	44	0
CR626887.1	3	25	0	75	0
CR677513.1	0	173	2	32	2
CR759810.1	3	0	2	0	1
CR762395.1	8	0	0	0	4
CR762407.1	2	0	0	0	1
CR769772.4	1	0	1	19	9
CR786578.2	4	0	3	33	16
CR788236.1	3	0	0	0	5
CR790362.1	4	3	5	1	2
CR855311.4	8	21	0	10	5
CR855379.2	3	65	0	305	1
CR855393.1	4	28	0	61	1
CR925763.1	2	0	0	0	7
CR925777.1	3	6	2	23	9
CR926469.1	2	0	0	0	2
CR927050.2	20	26	3	0	4
CR932983.2	0	0	0	0	5
CR944667.1	0	0	0	0	1
CT027582.1	1	3	0	0	1
CT027772.1	2	0	2	0	2
CT573344.2	1	0	0	0	1
CT573429.2	8	34	1	112	3
CT583650.1	0	0	0	3	0
CU179702.2	16	1286	9	614	11
CU207311.1	28	70	0	171	4
CU469539.1	3	4	4	40	2
CU539054.1	1	8	0	0	9
CU571254.1	5	777	2	373	6
CU633855.1	5	7	1	11	1
CU633857.1	5	11	1	19	6
CU695199.1	6	6	1	0	8
CU855854.1	0	4	0	0	1
CU929339.1	9	17	5	35	8
CU972454.2	19	0	6	3	7
DMPK	0	6	1	16	0
FO704673.1	2	0	10	0	7
FO704771.1	2	0	1	0	2
FO818699.1	0	0	0	7	2
FO904880.1	4	50	1	2	3
FO904898.4	0	0	0	11	0
FP015862.4	7	3	0	2	4
FP015866.1	4	126	3	59	13
FP067451.1	0	0	0	0	0
FP089536.1	0	0	0	0	0
FP102309.1	4	2	2	1041	2
FP325112.2	5	133	0	27	0
FP325124.1	1	2	0	3	4
FQ311879.1	54	29	2	415	3
GNG4	2	0	0	0	3
GPR62	28	0	2	18	10
LO018020.1	2	0	0	0	3
LO018029.2	3	0	1	0	5
LO018493.2	8	44	3	239	1
RF00599	6	0	1	0	2
SHISAL2A	0	0	0	2	0
abhd6b	11	94	3	4	20
adgrg7.2	4	3	0	0	0
adipoqa	2	0	3	0	3
avpr2ab	1	8	0	6	1
best2	1	9	2	5	5
btr30	3	0	2	0	5
c1qtnf7	2	21	1	50	2
cabz01093075.1	40	878	4	1661	3
ccr7	25	290	0	451	1
cd4-2.2	4	0	0	11	12
chrna10a	19	11	0	15	21
cnr2	48	1710	5	1731	1
crp	7670	1297139	2	135239	6
cuzd1.1	4404	48513	1	212404	3
dcst2	21	321	0	4294	10
dre-mir-15a-1	5	0	0	0	8
dre-mir-206-1	0	0	0	0	0
ednrbb	10	49	2	156	17
eif3bb	5	8	1	7	3
f13a1a.1	0	2153	2	85	3
fabp1a	61	38	0	31	0
fndc7rs1	0	0	0	0	2
ftr38	5	0	0	4	6
gabra2a	12	16	1	21	17
gpa33	6	57	0	159	16
gpc6b	1	5	0	6	1
gpr4	2	5	0	8	4
grm6a	9	26	2	14	16
htr2aa	15	2	2	0	28
ifit14	52	710	2	904	16
ighv5-1	2	4	0	4	1
ighz	32	17	0	33	0
il2rb	71	619	0	1455	2
ipmka	9	153	8	311	10
kbtbd7	3	3	0	16	2
kcna7	17	17	9	8	9
kcng3	12	30	1	87	7
kcns3b	2	8	0	14	1
klhl10a	1	134	4	738	1
klhl10b.1	10	0	1	220	3
lgi2b	2	8	0	7	4
lgi3	1	0	0	2	1
lpar5b	30	146	0	98	0
ly6m6	59	28	5	230	20
meiob	11	65	1	280	10
mhc1lga	17	368	1	129	10
mitfb	9	20	2	22	3
mmp20b	15	19	0	25	3
mpp4a	69	20	4	20	22
mrap2b	5	1	0	5	3
myo3b	22	67	3	157	13
ndufs1	9	0	2	3	4
neu3.4	0	12	1	91	2
neu3.5	34	757	0	348	2
npffr2b	6	40	2	25	3
npy2rl	2	7	0	0	0
oatx	9	29	0	0	5
olfcg7	3	2	3	8	0
or106-4	0	0	0	7	5
or109-6	5	0	0	0	0
or132-3	0	2	0	3	0
or137-3	26	129	1	268	24
ostn	26	11	2	18	12
oxtrl	8	0	0	53	4
pcdh2ac	1	0	0	0	5
pcsk9	26	202	0	492	2
pimr128	3	37	5	110	3
pimr145	0	0	0	0	1
pimr183	1	5	0	95	2
pimr192	1	0	8	18	5
pimr68	0	13	0	16	0
pomcb	5	2	13	19	3
prl2	4	22	1	2	20
rab25b	7	12	4	32	5
ren	1	3	0	9	2
senp6b	15	145	0	2286	8
serpina7	3049	921970	1	331646	6
si:cabz01030277.1	3	22	2	22	0
si:ch1073-15f12.3	28	180	1	434	3
si:ch1073-166e24.4	7	10	0	3	21
si:ch1073-214b20.2	116	1492	3	1971	8
si:ch1073-75f15.2	7	88	0	4953	4
si:ch211-117c9.2	4	57	0	51	4
si:ch211-12p12.2	11	108	3	366	1
si:ch211-132g1.1	23	0	0	0	0
si:ch211-152f22.4	6	27	0	18	3
si:ch211-165b10.3	23	13	6	13	6
si:ch211-167j6.5	25	39	0	105	32
si:ch211-171h4.3	27	335	0	586	0
si:ch211-198b3.4	7	6	2	1286	3
AL627258.1	0	0	0	0	2
AL845435.1	0	0	0	0	0
AL928650.3	15	90	1	213	5
AL928650.4	40	36	0	34	5
AL928875.1	1	0	1	3	0
AL929220.1	2	11	2	13	7
AL929520.1	2	0	2	0	1
AL953867.1	0	0	1	8	8
AL954672.1	7	32	1	28	1
AL954697.1	9	1784	1	1567	12
BX000363.2	1	0	0	0	1
si:ch211-205a14.1	15	11	1	63	10
si:ch211-212k18.15	36	1088	0	1732	10
si:ch211-221n20.1	10	0	5	0	5
si:ch211-222k6.2	2	0	1	5	1
si:ch211-223g7.6	3	11	1	39	2
si:ch211-238e22.7	6	14	0	5	2
si:ch211-240b21.2	1	5	2	6	0
si:ch211-243g6.3	2	0	0	0	2
si:ch211-250e5.2	7	0	4	2	6
si:ch211-263k4.2	7	0	3	0	4
si:ch211-269k10.4	31	390	5	394	5
si:ch211-284e13.12	15	779	2	602	2
si:ch211-66i15.5	7	1568	6	840	5
si:ch211-67f13.7	6	197	0	81	2
si:ch211-67f24.7	9	3	2	3	4
si:ch211-76m11.3	10	4	0	10	5
si:ch211-95j8.3	3	4	0	58	5
si:ch211-9d9.7	6	146	1	369	3
si:ch73-132k15.2	1	813	3	52	1
si:ch73-256j6.3	0	0	0	0	0
si:ch73-309g22.1	41	212	1	173	1
si:dkey-11o15.5	11	23	0	45	0
si:dkey-14o6.1	13	35	0	100	6
si:dkey-165b20.3	2	0	4	0	3
si:dkey-175m17.6	3	3	1	8	2
si:dkey-191c17.2	1	0	0	22	2
si:dkey-19a16.16	0	0	0	0	0
si:dkey-1b17.2	3	0	4	3	6
si:dkey-208m12.2	18	12	7	23	4
si:dkey-20i20.15	9	6	5	7	7
si:dkey-211g8.1	4	3	5	0	0
si:dkey-217f16.6	14	0	1	5	17
si:dkey-22h13.3	2	0	2	0	3
si:dkey-238g7.1	4	82	0	310	4
si:dkey-245p14.4	2	0	0	0	7
si:dkey-24p1.1	105	1361	2	1060	3
si:dkey-266f7.9	354	22	0	106	17
si:dkey-269o24.1	6	8	0	29	0
si:dkey-27d5.9	2	0	0	144	1
si:dkey-27n6.1	3	0	0	0	0
si:dkey-284p5.3	66	79	0	332	6
si:dkey-29m1.2	9	60	1	109	7
si:dkey-31m5.2	0	0	0	0	1
si:dkey-32n7.8	2	0	2	0	2
si:dkey-3n22.9	6	7	2	73	2
si:dkey-4j21.2	25	32	1	7	10
si:dkey-74h17.3	668	3	0	0	5
si:dkey-79f11.5	16	464	1	891	12
si:dkey-83f18.15	40	415	0	1179	2
si:dkey-85k15.11	1	0	0	18	0
si:dkey-9i23.5	23	0	0	82	0
si:dkeyp-100h4.1	6	63	0	91	2
si:dkeyp-32g11.8	29	798	1	327	3
si:dkeyp-73g8.5	0	3	0	0	2
si:dkeyp-85d8.5	7	0	3	0	6
si:dkeyp-93h6.1	0	37	3	256	1
si:rp71-23d18.8	3	49	0	5	1
slc13a5b	31	58	2	66	26
slc22a7b.3	66	816	0	4124	0
slc34a2a	660	20011	3	35616	11
slco1f3	13	64	0	416	8
sstr2b	2	6	0	0	0
taar14l	6	0	0	7	8
taar20q	1	0	0	5	5
taar20r	3	2	0	7	5
tas1r2.1	0	119	0	54	0
timm17b	6	21	1	60	2
tmem86a	23	118	5	190	15
tmprss12	1	4	0	1443	1
ttc16	1	11	2	1659	3
valopb	14	71	0	24	3
vtg6	0	3811123	0	33	1
zbtb47b	9	41	1	33	7
zgc:123284	559	13080	3	9679	6
zgc:153846	532	0	0	114	0
zgc:171310	1	0	2	13	2
zgc:171500	49	1818	7	1428	6
zgc:174314	4	0	7	0	7
zgc:174698	5	0	7	0	4
zgc:194242	63	1372	7	1679	13
zgc:194990	54	322	9	194	28
zgc:195077	31	4	1	65	3
zgc:66483	11	0	0	11	11
zmp:0000000608	3	16	0	3	3
zmp:0000000912	10	127	3	343	0
zmp:0000001138	99	247	13	149	12
znf1107	3	0	3	0	14
znf1150	3	0	0	0	4
znf1166	11	0	6	6	8
BX000696.1	2	40	0	7	1
BX004785.2	16	87	0	99	1
BX004964.1	10	0	0	0	5
BX005462.2	4	47	1	24	1
BX088583.1	0	12	0	0	11
BX247870.2	5	31	3	27	4
BX276096.1	1	0	0	0	4
BX294163.1	3	0	0	0	2
BX322555.2	0	0	0	0	1
BX322608.1	3	0	0	0	5
BX323459.3	5	0	3	4	3
BX323555.1	0	5	1	6	2
BX323855.2	10	38	1	520	4
BX465864.1	0	24	3	197	2
BX470254.1	2	3	0	3	2
BX511034.8	2	2	0	0	1
BX511124.1	0	0	0	0	0
BX511265.1	0	0	0	0	0
BX511265.2	8	78	9	227	6
BX537137.1	3	0	1	0	2
BX571701.2	0	0	0	0	1
BX571757.1	10	6	1	57	14
BX571794.3	0	3	4	0	1
BX571825.5	17	280	0	351	0
BX572077.1	1	34	3	13	3
BX649295.1	0	0	0	0	0
BX649356.1	0	0	1	9	0
BX663606.1	3	4	2	23	3
BX664721.1	18	0	0	0	0
BX842700.1	29	470	2	410	10
BX842701.1	2	0	0	0	2
BX890544.1	1	0	0	0	0
BX908799.1	0	0	1	0	0
BX914214.1	6	31	4	5	4
BX927181.1	0	0	0	0	0
BX927349.1	14	0	3	0	6
BX936391.1	4	15	4	4	1
BX957252.1	6	0	0	0	2
CABZ01008730.1	35	669	4	1349	16
CABZ01018874.1	0	0	0	0	1
CABZ01024856.1	0	0	1	0	1
CABZ01030006.1	0	0	0	0	1
CABZ01040999.1	3	2	0	17	3
CABZ01042594.1	1	1434929	2	0	1
CABZ01046996.1	7	136	0	139	1
CABZ01066384.1	0	0	0	0	2
CABZ01090726.1	13	0	0	2	9
CABZ01092907.1	11	15	2	21	5
CABZ01102201.1	13	3	1	8	11
CR354372.1	1	0	0	0	7
CR381700.1	18	1451	4	1108	3
CR385026.2	2	0	1	0	0
CR388178.1	4	3258	1	537	7
CR388206.1	0	0	0	0	2
CR388378.1	10	3	6	3	18
CR391915.1	3	0	0	0	2
CR391963.2	0	0	0	0	1
CR392001.1	5	7	3	3	13
CR450740.1	0	0	0	5	1
CR457444.2	6	84	1	138	0
CR457445.1	1	0	0	0	8
CR545469.1	2	30	2	504	0
CR589875.1	2	0	6	55	2
CR628410.1	5	6	0	13	5
CR749167.2	3	8	0	0	2
CR749763.2	0	0	0	0	0
CR759878.1	1	4	0	5	1
CR762400.1	1	0	1	0	3
CR769772.1	0	0	0	0	1
CR774179.5	2	226	7	110	4
CR788237.2	0	0	0	0	1
CR788249.2	0	0	0	0	0
CR788311.1	5	3	1	44	8
CR792417.1	44	9	1	6	10
CR792422.1	5	9	0	16	1
CR792454.1	3	2	3	2	3
CR847571.2	0	0	2	12	4
CR847898.2	4	41	1	95	1
CR847983.2	0	135	3	204	2
CR848715.1	4	0	1	0	7
CR854948.1	0	0	0	0	1
CR855277.1	5	0	7	0	3
CR925723.3	7	2	2	6	2
CR925755.2	2	21	0	0	1
CR936363.1	0	0	0	0	1
CR936371.1	0	0	3	0	0
CT033796.1	0	0	0	0	0
CT573139.1	5	0	0	0	6
CT573316.3	5	22	3	44	3
CT583690.1	5	12	4	7	6
CU137680.2	2	0	6	0	4
CU138542.1	0	6	0	78	1
CU182823.4	2	0	6	0	1
CU207311.2	3	11	1	42	1
CU234171.1	10	135	1	183	4
CU329666.1	0	0	0	0	4
CU464125.1	0	0	0	0	0
CU570972.1	2	0	1	0	1
CU595864.1	1	0	1	21	0
CU633486.1	5	75	0	150	2
CU927934.2	0	0	0	0	0
CU929146.1	0	0	0	0	0
FO834825.2	2	0	0	0	1
FP003590.3	4	0	0	0	1
FP016005.2	0	0	0	0	2
FP016213.1	2	0	3	0	6
FP085398.2	4	6	2	21	1
FP101875.1	1	0	0	0	1
FP236327.1	6	0	0	0	8
FP236809.1	6	9	1	5	5
FQ377605.1	0	0	0	0	1
GAA	8	3	4	10	5
GPR45	2	2	0	0	6
INHBE	19	217	0	1258	1
LO017725.1	19	296	3	719	12
LO018597.1	1	10	1	0	0
RF00070	2	0	2	0	2
RF00397	13	6	3	0	8
RF00424	1	0	1	0	0
RF00566	3	4	3	7	7
acyp2	0	0	1	0	2
agtr1a	2	0	0	3	1
ahr1a	6	77	3	481	4
arhgef15	56	197	1	341	7
ccdc172	4	123	3	1405	5
cdh30	4	45	1	46	1
cnn1a	4	1	0	0	0
cntnap1	17	22	0	12	20
cx31.7	43	3	0	76	0
cx34.5	8	3059	5	20	3
cxcl11.1	64	6103	1	2057	50
cxcr5	4	0	0	6	0
cyp2y3	1	33	3	50	2
dicp1.3-4	2	0	2	4	6
drd4b	56	3	1	21	7
dre-mir-103	0	0	3	0	2
dre-mir-19b	2	0	1	0	7
dre-mir-2184	5	0	0	0	2
dre-mir-222a	18	0	1	0	3
dre-mir-29b-2	5	5	0	3	2
dre-mir-731	11	46	0	51	3
dusp3b	4	0	0	3	6
fam124b	1	12	1	0	11
ftr42	3	13	0	57	0
ftr66	5	10	0	6	2
ftr69	22	11	4	63	7
gdf9	11	110	6	69	20
gig2h	172	15429	6	12482	7
gig2l	79	448	1	985	1
gip	2661	5749	0	9222	4
gpr6	2	0	0	0	4
gstk2	2	37	0	56	0
guca1d	53	6	9	2	4
hbaa2	1	2468	2	8830	1
hoxb1a	2	0	3	0	0
hsd17b1	5	3039	4	46	6
htr1b	4	5	0	3	4
ifit12	55	299	1	404	2
ihhb	19	206	7	83	11
il6	8	100	5	0	5
izumo1	20	352	3	5433	2
kcnh5b	6	23	1	12	1
kcnk3b	22	400	1	133	13
lct	36	431	1	1178	3
lgals8b	0	3	0	74	0
lhb	6	2940	1	995	10
lrrc3	3	0	0	0	3
mcf2b	1	31	1	68	2
mep1b	567	50351	3	93280	3
myadml2	2	0	0	0	1
nkl.3	696	949	2	1226	11
olfcg2	2	62	4	47	3
olfch1	1	2	0	0	2
oprm1	4	6	1	3	5
or108-1	0	14	0	5	4
or110-1	1	0	0	0	1
or115-9	10	20	1	10	2
or123-1	1	5	0	0	1
or125-4	18	1	0	0	92
or128-4	14	0	0	2	0
pimr117	0	12	0	18	0
pimr135	1	32	0	13	4
pimr56	0	0	0	16	1
plppr2b	5	1	0	2	2
prok2	5	0	1	674	3
pthlhb	0	2	0	0	0
pxnb	14	10	7	0	23
rxfp2b	3	6	1	0	7
rxfp3	1	0	3	0	2
si:cabz01021067.1	0	5	0	163	2
si:ch1073-228j22.2	3	25	3	11	1
si:ch211-106g8.62	0	7	0	0	0
si:ch211-139l2.1	4	0	4	42	5
si:ch211-142c4.1	2	14	1	18	3
si:ch211-161f7.2	6	32	2	104	9
si:ch211-162i8.7	2	0	2	39	3
si:ch211-165f21.2	4	6	0	3	2
si:ch211-171h4.7	0	3	0	0	1
si:ch211-176g13.8	7	45	0	148	13
si:ch211-189a21.1	10	0	2	1	3
AL645691.2	16	34	1	109	9
AL845295.1	2	0	0	3	2
AL928881.1	0	0	0	0	1
AL928927.1	1	0	0	0	1
AL954698.2	1	0	3	0	2
APCDD1	10	15	0	0	1
BX004770.1	1	0	0	0	3
BX005032.1	0	0	1	0	0
BX005103.1	3743	2429	4	7528	5
BX005361.1	4	12	2	219	6
BX005375.1	0	0	1	0	0
BX072554.2	6	0	5	0	9
BX088535.1	4	160	1	469	1
BX248410.1	10	553	2	1684	4
BX279523.2	9	9	1	25	2
BX279525.1	7	70	5	9	8
BX322657.1	22	0	13	0	15
BX323797.4	18	798	1	69	7
BX323994.2	5	0	0	0	5
BX324233.1	4	13	0	3	8
BX465205.1	0	0	0	0	2
BX470247.1	2	3	2	6	1
BX510324.2	1	0	16	75	3
BX510938.2	3	0	0	18	1
BX511184.1	0	0	0	0	1
BX537109.1	1	0	1	0	2
BX548011.2	8	2	2	0	8
BX569788.1	1	65	0	198	0
si:ch211-198o12.4	17	140	3	2194	4
si:ch211-1f22.7	0	0	0	0	2
si:ch211-202c21.7	4	0	3	87	4
si:ch211-212k5.3	6	141	2	402	5
si:ch211-218m3.16	7	72	0	10	1
si:ch211-255f4.9	0	0	0	0	4
si:ch73-329n5.3	18	0	0	48	1
si:ch73-368j24.17	1	0	0	0	0
si:ch73-59p9.2	0	6	0	30	0
si:ch73-62b13.1	3	105	1	5	6
si:ch73-68b22.2	18	277	1	52	12
si:ch73-94k4.1	0	0	0	0	1
si:dkey-170g13.2	5	192	0	3890	5
si:dkey-187j14.8	0	27	1	4	1
si:dkey-194e6.2	0	0	0	12	0
si:dkey-199f5.6	10	10	3	164	6
si:dkey-1c7.1	5	659	1	130	1
si:dkey-21h14.15	1	0	0	6	0
si:dkey-220k22.3	25	812	1	252	3
si:dkey-228l14.1	2	0	0	0	0
si:dkey-238n5.3	0	0	0	0	0
si:dkey-23f9.13	0	0	1	109	4
si:dkey-242h9.5	13	126	9	0	8
si:dkey-24f15.2	1	4	1	0	0
si:dkey-259j3.5	9	3	0	42	5
si:dkey-29b11.3	3	7	0	43	2
si:dkey-47k20.2	4	34	0	81	9
si:dkey-47k20.3	4	7	0	8	5
si:dkey-56m15.3	3	0	5	0	5
si:dkey-58f10.14	4	12	0	10	1
si:dkey-65b13.1	0	5	0	0	2
si:dkey-7i4.11	7	0	7	0	8
si:dkey-8e10.3	1	3	0	0	0
si:dkey-92j16.2	6	0	5	0	2
si:dkey-98j1.5	3	0	0	0	1
si:dkey-9p24.5	0	4	0	485	1
si:dkeyp-13d12.24	2	0	0	0	0
si:dkeyp-6a3.1	4	5	1	9	5
si:dkeyp-75b4.10	12165	497578	0	1723516	0
si:dkeyp-75b4.8	14	0	0	61	9
si:dkeyp-98a7.8	0	1164	0	444	3
si:rp71-45g20.11	1	19	0	68	3
si:rp71-81e14.2	28	91	3	252	1
si:rp71-84d9.1	3	5	3	3	2
stag3	0	15	0	187	2
taar12e	0	0	0	0	4
taar12f	1	0	0	0	2
taar14j	1	0	0	0	2
taar19m	0	0	0	5	0
taar20p	7	3	0	17	12
tbx19	6	22	2	168	3
thsd1	0	0	0	0	0
timp4.2	1013	49844	3	29649	1
tlr9	3	37	2	5	2
tnni1a	2	0	1	0	1
tradv23.1.3	0	0	0	0	0
ugt2b5	115	387	0	298	15
ungb	12	37	8	79	16
upk3b	104	22	2	184	6
v2ra1	0	99	0	10	2
v2rx4	4	0	0	0	11
vcam1a	23	77	4	246	2
vtg3	5	2059782	5	153	3
vtg5	5	7473822	1	15953	3
zgc:113984	1	101	2	0	1
zgc:153659	23	1337	2	449	6
zgc:153921	3	326954	3	197686	8
zmp:0000000650	9	204	0	666	1
zmp:0000001289	15	358	10	315	8
znf1052	0	0	2	0	0
znf1081	1	0	7	3	10
zp2l2	1	26	0	181	0
BX571694.1	3	0	1	0	3
BX571762.1	1	3	0	3	3
BX571827.1	1	0	0	0	1
BX649350.1	3	7	3	0	1
BX908726.1	4	0	0	0	1
BX927130.1	0	0	0	0	1
BX927257.1	6	11	4	53	13
BX927261.1	0	0	0	0	0
BX957236.1	2	9	0	0	4
BX957274.1	4	0	2	0	4
BX957361.2	5	0	3	0	4
CABZ01012957.1	8	0	1	0	3
CABZ01021532.1	2	4	0	54	0
CABZ01039304.1	23	2	6	0	24
CABZ01043826.1	2	0	2	0	5
CABZ01043955.1	5	23	0	13	6
CABZ01048453.1	5	2	5	0	5
CABZ01050238.1	2	0	1	0	5
CABZ01057159.1	104	7078	1	7586	0
CABZ01079302.1	1	137	0	63	0
CABZ01086835.1	4	18	1	48	4
CR356222.1	10	19	3	0	3
CR376848.1	9	75	3	322	4
CR381664.1	0	0	2	0	0
CR388413.5	0	0	0	0	0
CR391977.1	9	7	3	0	4
CR392026.1	0	0	0	3	0
CR394555.1	2	0	0	0	5
CR396590.6	0	0	0	0	0
CR450716.1	0	0	0	0	0
CR559930.2	295	33219	0	18024	2
CR774195.2	0	0	0	0	0
CR788254.1	0	0	1	0	1
CR848723.1	1	0	0	0	3
CR848825.1	0	5	0	0	0
CR854927.2	2	0	1	35	3
CR855318.1	7	68	2	32	3
CR925863.1	25	196	0	415	0
CR927456.1	1	5	1	1	3
CT009746.1	0	0	0	0	0
CT025875.1	0	0	1	0	2
CT476811.1	3	0	2	0	3
CT573494.1	0	0	1	0	0
CT573793.2	4	5	4	0	5
CT573793.3	9	37	5	133	3
CT573817.1	0	0	0	0	0
CT583625.2	71	6	0	33	2
CT737182.1	4	26	4	3	2
CT737227.1	0	3	1	11	9
CU013534.1	8	21	8	5	4
CU019562.2	2	3	2	5	1
CU104741.1	2	0	0	0	0
CU207281.4	0	2	1	5	3
CU468164.1	0	89	3	56	2
CU655870.1	1	0	1	0	0
CU928205.1	0	0	0	0	0
FO704858.1	4	6	0	5	3
FO904898.2	1	0	0	3	0
FP016018.2	2	0	0	0	0
FP243382.1	1	9	1	96	3
FQ377934.1	3	9	0	15	1
LO017848.1	2	0	1	0	3
LO017877.1	0	3	0	0	0
LO018238.1	1	0	0	0	1
LO018513.1	1	181	3	275	4
LO018568.1	0	54	1	0	0
RF00137	1	0	1	0	1
adgre16	5	0	0	16	1
adgrg7.1	2	22	0	65	3
adh8a	215	614353	4	983517	2
adora2ab	6	26	3	28	2
adra1aa	14	580	2	2016	14
b4galnt2.1	27	496	0	957	1
bdkrb1	0	3	0	0	1
bmf1	2	28	4	12	2
chrm5b	1	2	0	0	1
chrna4a	8	14	0	30	3
cnn1b	111	24	1	56	13
cpo	241	13857	0	27284	11
cyp2k22	18	35718	0	131100	9
defbl2	10	0	0	32	10
dre-mir-143-1	9	0	0	0	7
dre-mir-19a	0	0	4	0	0
dre-mir-365-1	0	0	0	0	1
dre-mir-459	0	8	0	14	0
dre-mir-7a-2	4	0	0	3	5
fam169b	1	89	0	91	2
fgf5	2	0	0	0	3
fn3krp	26	224	8	510	14
ftr26	5	7	0	0	0
ftr91	6	201	3	267	3
gabrr1	10	9	1	6	0
gpr18	5	16	0	9	0
htr3b	9	0	0	0	2
il1rapl2	3	29	1	15	2
kcnj1a.3	4	0	1	0	0
kcnk12l	0	2	0	0	0
kctd16a	12	51	1	25	1
mhc1lla	6	6	0	0	1
omga	1	0	0	0	0
AL627305.1	1	3	1	5	7
AL929229.1	3	0	1	0	3
AL929305.1	2	0	2	0	1
AL935198.1	1	0	1	0	1
AL935300.2	0	142	1	91	1
AL954741.1	6	0	1	0	3
BX004840.1	0	0	0	0	0
BX004976.1	1	8	2	14	1
BX085193.1	0	0	1	42	1
BX119314.1	0	0	0	0	0
BX248399.1	3	0	0	3	4
BX323022.1	10	12	1	54	1
BX465836.2	4	3	4	0	7
BX510919.1	0	0	0	0	0
BX511093.1	0	3	2	15	0
BX511250.1	10	39	10	123	4
BX537104.1	3	563	1	619	1
BX537288.3	5	4	4	4	2
BX544877.1	5	31	4	6	3
BX569798.1	5	15	0	40	0
BX601648.1	0	0	2	86	4
BX640512.3	7	358	0	528	3
BX649331.1	9	51	1	108	6
BX649421.1	6	6	0	8	7
BX649508.2	1	27	0	2	2
BX649608.1	1	189	8	46	0
BX663522.1	0	0	0	0	0
or103-4	0	0	0	0	0
or109-11	49	81	0	1429	15
or125-3	15	33	0	0	17
p2rx8	0	0	0	2	0
pimr193	0	0	0	0	0
pimr46	2	0	0	26	0
pimr63	2	14	2	61	2
prf1.7	112	94	2	204	6
prkg2	7	14	5	0	2
rh50	549	2687	0	6813	7
rhcgb	159	118	0	121	10
si:ch1073-204b8.1	23	84	1	251	1
